country,description,designation,points,price,province,region_1,region_2,variety,winery
Spain,"
                      Briny citrus aromas are common for a basic brut rosé. A fairly healthy palate holds its own, while this tastes vaguely of orange and cantaloupe before turning more bitter and medicinal on the finish. This is a blend of Trepat, Monastrell and Garnacha.                      ",Brut Reserva Rosé,85,13.0,Catalonia,Cava,,Sparkling Blend,Destello
France,"
                      This rich wine from the Phillipe family's organic vineyard is full of yellow fruits cut by lime acidity. It has weight and ripe fruitiness, and is ready to drink.                      ",Vieilles Vignes,85,19.0,Burgundy,Mâcon-Villages,,Chardonnay,Domaine de la Verpaille
Chile,"
                      Berry, leather, animal and herbal aromas make for a fair nose. This feels lean, with minimal structure. Savory, slightly green berry flavors are minty and herbal on the finish, all of which is normal for standard Carmenère.                      ",Expedicion,85,11.0,Maule Valley,,,Carmenère,Finca Patagonia
Chile,"
                      Spicy berry aromas are oaky and deliver an odd citrusy scent. A chunky palate offers just enough structure and balance to be taken seriously. Plum and berry flavors are a touch green and grassy, while this holds on to its minty green essence on the finish.                      ",Expedicion,85,11.0,Maule Valley,,,Merlot,Finca Patagonia
Italy,"
                      Iris, rose, forest floor and menthol aromas come to the forefront on this fragrant red. On the taut linear palate, bright acidity and refined tannins balance juicy sour cherry, red raspberry and star anise. Drink through 2024.                      ",del Comune di Serralunga d'Alba,91,45.0,Piedmont,Barolo,,Nebbiolo,Fontanafredda
France,"
                      Lively notes of tart green and red apples fill the nose. The palate continues with this lively, green and spice-tinged freshness. There is something of green pepper here and the zesty tang of fresh green citrus. The lively mousse makes this even fresher. The finish is dry, zesty and long.                      ",Brut,91,50.0,Alsace,Crémant d'Alsace,,Sparkling Blend,Gustave Lorentz
Italy,"
                      A defined nose of sauced blackberry and red cherry melds with a mix of charred tobacco leaf and walnut. This is a bruiser on the palate, boasting an abundance of firm tannins yet plenty of acidity for balance. It's deep and penetrating in feel, ending on a dusting of powdered, dried herbs and tar. Drink from 2022.                      ",Pieluni Riserva,91,65.0,Central Italy,Montepulciano d'Abruzzo Colline Teramane,,Montepulciano,Illuminati
US,"
                      Soft red-cherry aromas meet with dark spice on the nose of this 52% Cabernet Franc and 48% Merlot blend. Framed by firm, sticky tannins, the medium-bodied palate shows flavors of red currant, cedar and oak.                      ",Justification,91,60.0,California,Paso Robles,Central Coast,Bordeaux-style Red Blend,Justin
US,"
                      The aromas are generous, with notes of dried pineapple, mango and apricot. The stone-fruit and tropical-fruit flavors are rich, sweet and focused, showing a lovely sense of balance that carries through the finish. Bright acidity provides the frame.                      ",Estate Grown Ice Wine,91,50.0,Washington,Red Mountain,Columbia Valley,Chenin Blanc,Kiona
France,"
                      A vivid ripe-apple note melds with spiced cookie and tangy grapefruit peel tones on the nose. The palate shows great harmony between these rich but brisk, ripe but fresh, generous but slender elements. The result is a very creamy, rounded but apple-driven fizz for all occasions.                      ",Tradition Brut,91,24.0,Alsace,Crémant d'Alsace,,Sparkling Blend,Kuentz-Bas
France,"
                      From old vines, some more than 80 years in age, this wine is aromatic and intense, with generous yellow fruits. The fresher side of the wine comes from the tangy texture and good acidity. A dense wine, it has a ripe feel that is letting it age. Drink from 2020.                      ",Quintaine,91,41.0,Burgundy,Viré-Clessé,,Chardonnay,Cave de Viré
France,"
                      This wine is packed with tannins and, with a slight farmyard character, it will need time to come together. But the potential is there, with smoky flavors vying with complex tannins and acidity. Drink this richly textured wine from 2023.                      ",La Dominode Premier Cru,91,75.0,Burgundy,Savigny-lès-Beaune,,Pinot Noir,Chanson Père et Fils
France,"
                      This vintage is richly endowed with black fruits and ripe tannins. It has weight, layers of wood aging, acidity that plays with the smoky berry flavors and rounded aftertaste. The estate dates back to the 14th century, although vines were not planted until the 19th. Drink the wine from 2021.                      ",,91,35.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Château de Lescours
France,"
                      Firm, dry and with solid tannins, this wine still has space for attractive black fruits. The two elements will soften to give a wine with structure and impressive richness. Drink from 2022.                      ",Bruignac Premium,91,24.0,Bordeaux,Bordeaux Supérieur,,Bordeaux-style Red Blend,Château Donjon de Bruignac
France,"
                      This intensely forward, fruity Gigondas offers loads of silky black cherry and plum flavors marked by spicy twists of anise and tart cassis. Its fresh, primary style is accentuated by approachably smooth tannins. Easy drinking already but should meld nicely through 2026.                      ",Tradition Le Grand Montmirail,91,35.0,Rhône Valley,Gigondas,,Rhône-style Red Blend,Domaine Brusset
France,"
                      Perfumed notes of violet and lavender lend a breathless quality to juicy blackberry and plum flavors in this Grenache-Syrah blend. It's a potent, full-bodied wine but finessed on its feet. Silky tannins and a luscious mouthfeel linger nicely. Enjoy now–2026.                      ",Le Poète,91,,Rhône Valley,Vacqueyras,,Grenache-Syrah,Domaine la Fourmone
US,"
                      Released each year around Valentine's Day, this carbonic experiment was an immediate hit. Served with a chill and very light in the glass, it shows primary aromas of strawberry, cola and rosewater. The playful palate is zippy with acid and dances across the tongue with flavors of tart red fruit. A great sunny day wine, but buy multiple bottles because they go fast.                      ",Love You Bunches Carbonic,90,24.0,California,Santa Barbara County,Central Coast,Sangiovese,Stolpman
US,"
                      Bountiful dark red-fruit aromas meet with cocoa and herbs on the nose of this bottling, which leans toward slightly stewed fruit. The palate is framed by chalky tannins and lively acidity, carrying lavish fruit flavors and making for a very tasty if straightforward sip.                      ",bCS,90,70.0,California,Paso Robles,Central Coast,Cabernet Sauvignon,The Blending Lab
US,"
                      Deep and fresh black currant aromas meet with dried fennel on the nose of this bottling by a winery based in Los Angeles. A penetrating acidity kicks off the sip, where solid tannins carry dark fruit and rosemary flower flavors.                      ",PS,90,45.0,California,Paso Robles,Central Coast,Petite Sirah,The Blending Lab
US,"
                      This wine is lovely and expressive in stony mineral, lemon rind, apple, quince and bread. It's medium-bodied, with a pleasant lushness that unfolds on the midpalate.                      ",,90,32.0,California,Sonoma Coast,Sonoma,Chardonnay,The Calling
Italy,"
                      Smoke, yellow stone fruit and a whiff of Spanish broom lead the nose. Bright and savory, the enveloping juicy palate delivers yellow apple, lemon and toasted hazelnut alongside fresh acidity and a flinty note.                      ",,90,14.0,Southern Italy,Fiano di Avellino,,Fiano,Torricino
US,"
                      Black-plum sauce, star anise, concentrated rose and strawberry-jam aromas make for a luxurious and inviting, if a bit powerful, nose on this bottling. Strawberry paste, white pepper and a gravelly minerality show on the sip.                      ",L'Imaginaire,90,45.0,California,Santa Barbara County,Central Coast,Grenache,Vie Winery
US,"
                      From one of the older blocks of the famous vineyard, once looked after by this winemaker, this wine is beautifully golden in color with a reduced, salty nose of caramelized pretzel. Robustly built, it shows fleshy, lush layers of honey and tropical richness.                      ",Hudson Vineyard,95,80.0,California,Carneros,Napa-Sonoma,Chardonnay,Kistler
US,"
                      Just a dash of Petit Verdot is added to this wine, with the Cabernet Sauvigon coming from the Martin Stelling Vineyard that stands regally behind the winery. This starts off with soft aromas of cassis and red cherry, which appear on the palate that's built by sizable tannins and texture. The richness is defined in dark chocolate, with just enough acidity to keep the mouthfeel succulent and lush.                      ",Estate Bottled,95,170.0,California,Oakville,Napa,Cabernet Sauvignon,Far Niente
