country,description,designation,points,price,province,region_1,region_2,variety,winery
US,"
                      This wine's game, baking spice and Band Aid aromas are followed by cherry and medicine cabinet flavors. It doesn't all come together.                      ",Conner Lee Vineyard,85,32.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Franc,Arbor Crest
Chile,"
                      This wine's generic berry aromas are earthy and a touch baked, with clove and chocolate notes. The palate is dense and blocky, with leafy berry and chocolate flavors that finish with a residual minty note.                      ",Reserva,85,10.0,Maule Valley,,,Merlot,Balduzzi
France,"
                      Sweet spice and potpourri grace the black plum core of this accessible wine. It's medium in acidity and soft in tannin, with a clean, fruit-forward finish. Drink now.                      ",Château Haut-Blanville Collection Solal,85,12.0,Languedoc-Roussillon,Pays d'Oc,,Merlot,Blanville
Italy,"
                      Made with organically grown grapes, this opens with aromas suggesting jasmine and tropical fruit. On the fresh simple palate, bright acidity accompanies candied citrus and ripe green melon.                      ",Lamura,85,10.0,Sicily & Sardinia,Sicilia,,Grillo,Casa Girelli
Portugal,"
                      This soft, off-dry, fruity wine has the typical light prickle of a young Vinho Verde. It's crisp and clean, with attractive apple and lemon sherbet flavors. Drink now.                      ",Cabo da Roca Winemakers Selection,85,9.0,Vinho Verde,,,Portuguese White,Casca Wines
US,"
                      Butterscotch and hazelnut aromas make for a very creamy and yet not overblown nose on this bottling. It's zesty on the palate with strong lime and lemon-rind flavors, yet the core remains the clarified butter, hazelnut and cashew flavors, leading into a crème brûlée finish.                      ",Rosella's Vineyard,92,50.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Bernardus
Spain,"
                      A good deal of oak is notable on a nose with savory aromas of beef soup along with berry-fruit scents and a hint of prune. A full chunky palate shows rubbery tannins, while this tastes of plum, savory berry, prune, salt and spice. A steady finish doesn't deviate from this Tempranillo's core flavors. Drink through 2035.                      ",Altos de Corral Barrel Fermented,92,45.0,Northern Spain,Rioja,,Tempranillo,Bodegas Corral
Spain,"
                      Ripe aromas of blackberry, prune, raisin and oak spice come together with aplomb. A full-bodied palate with controlled weight is the vessel for toasty flavors of oak, vanilla, mocha and baked black fruits. A solid finish with latent acidity is a worthy conclusion to this fully oaked Tempranillo. Drink through 2027.                      ",Viñas Viejas,92,45.0,Northern Spain,Vino de la Tierra de Castilla y León,,Tempranillo,Bodegas Leda
US,"
                      This is a delightfully delicious and immensely quaffable wine, made from a majority of whole cluster-pressed, estate-grown grapes that were fermented in stainless steel. It is light in body and lively in a dried herb tone, with crisp, inviting flavors of tangerine, white peach and watermelon.                      ",Vin Gris of,92,27.0,California,Carneros,Napa-Sonoma,Pinot Noir,Bouchaine
US,"
                      This blend of Petite Sirah, Petit Verdot and Merlot is aged in new French and American oak two times (once before blending, and once after) to produce a whopper of a wine. Aromas of black cherry, toffee and vanilla are leveled by gravel and fresh raspberry. The rich sip reveals scorched caramel, roasted coffee beans and charred black-currant flavors.                      ",Studium,92,89.0,California,Paso Robles,Central Coast,Red Blends,Broken Earth
France,"
                      Gentle notes of peach float from the glass. The palate follows that with a soft, pliable, gentle peachiness, couched in medium sweetness and countered by some lemon freshness. The finish is surprisingly sprightly and also tinged by that lovely lemon zestiness.                      ",Brand Grand Cru,92,70.0,Alsace,Alsace,,Gewürztraminer,Cave de Turckheim
US,"
                      This blend of 80% Grenache, 19% Syrah and 1% Mourvèdre is easygoing, likable and fit for many occasions and meals, just like a good Châteauneuf-du-Pape. Inviting aromas of plump cherry, macerated strawberry and vanilla lead into a palate loaded with cherries and vanilla ice cream flavors, finishing on a touch of caramel.                      ",Gesture,93,30.0,California,Paso Robles,Central Coast,G-S-M,J. Lohr
France,"
                      Fruit purity and power combine in this opulent but elegant wine. Ripe black plum and boysenberry flavors are buoyant, but shards of crushed mineral and a crystalline freshness abound as well. The finish extends on fine, persistent tannins. Ready now but should improve through 2028.                      ",,93,25.0,Rhône Valley,Gigondas,,Rhône-style Red Blend,La Bastide Saint Vincent
France,"
                      This powerful, dense wine is currently dominated by its rich tannins. It has weight both from the structure and the ripe berry fruits that are developing. With the weight of the vintage, it will turn into an opulent wine. Drink from 2023.                      ",Aux Fourneaux Premier Cru,93,65.0,Burgundy,Savigny-lès-Beaune,,Pinot Noir,Louis Max
France,"
                      Hints of green olive, balsamic and soy sauce allude to the 30% Syrah in this supple, savory marriage of Grenache and Syrah. It's a full-bodied, unctuously concentrated wine plush with blackberry flavor. Fresh acidity and ripe, sinewy tannins extend the finish. Drinks well already but should improve through 2028.                      ",,93,30.0,Rhône Valley,Gigondas,,Grenache-Syrah,Mas des Restanques
France,"
                      Initial notes of smoke and crushed earth fade with aeration revealing prettier tones of summer blackberry and cherry. A blend of 80% Grenache and 20% Mourvèdre, this is a rich, voluminous wine marked by deep fruit character and a smoky, meaty, umami undertone. Fresh but moderate acidity lends lift on the finish. Enjoy now–2028.                      ",La Tour,93,40.0,Rhône Valley,Gigondas,,Grenache-Mourvèdre,Montirius
US,"
                      This vineyard-designate shows off the ample richness of the site and appellation, offering fulsome, exotic flavors of guava and fig. The ripeness of the fruit finds its complement in equally ample acidity that refreshes and lingers on the finish.                      ",Bootlegger's Hill,93,65.0,California,Russian River Valley,Sonoma,Chardonnay,Patz & Hall
France,"
                      The d'Arfeuille family, also owners of vineyards in Saint-Émilion, have produced a richly juicy wine from this 20-acre estate. It's a rich wine with fine tannins, a smoky character, strongly structured and with excellent potential. Drink from 2023.                      ",,90,18.0,Bordeaux,Fronsac,,Bordeaux-style Red Blend,Château Tessendey
US,"
                      Perfumed in lavender and sage, this is a richly supple Kosher wine, exuberantly laced in dried herb and dark chocolate with a full-bodied background of polished tannin.                      ",Solomon Lot 70,90,150.0,California,Napa Valley,Napa,Cabernet Sauvignon,Covenant
US,"
                      This wine's light aromas suggest lemon curd, apples, pears and white flowers. The palate is full bodied, bringing both weight and grace, with stone fruit flavors that linger on the finish.                      ",,90,37.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,Dance
France,"
                      This powerfully extracted Syrah-dominant wine is full of rich, ripe black-cherry and blackberry flavors. It's a muscular, almost ruddy wine but balanced by sharp, angular hits of acidity and brambly, spicy complexities. The finish is long, marked by firm, taut tannins. Enjoy now–2025.                      ",Cuvée Shyrus,90,35.0,Rhône Valley,Côtes du Rhône Villages,,Rhône-style Red Blend,Domaine Fond Croze
France,"
                      While full bodied and richly concentrated, this wine's brambleberry and plum palate has a crisp, cutting character. It's silky and luscious yet balanced by fresh acidity and ripe but grippy tannins. The finish lingers on hints of sweet spice and crushed granite. Drink now–2025.                      ",,90,20.0,Rhône Valley,Vacqueyras,,Rhône-style Red Blend,Famille Sadel
Italy,"
                      Aromas of menthol, oak-driven spice and dark-skinned berry slowly take shape on this. The chewy savory palate doles out plum, steeped wild cherry, licorice and mocha alongside fine-grained tannins.                      ",Soria,90,19.0,Sicily & Sardinia,Sicilia,,Perricone,Firriato
US,"
                      Plush and textured, with tasty, crushed berry-like fruit, this has hints of stems but finishes with richer notes of chocolate wafer and toasted almonds. It was aged in 30% new French oak.                      ",X-Novo Vineyard,91,40.0,Oregon,Eola-Amity Hills,Willamette Valley,Pinot Noir,Flâneur
US,"
                      Sea salt, preserved lemons, pan-seared apples, plumeria and honeysuckle show on the engaging nose of this bottling from a preferred block in this historic vineyard. The palate plays to the savory side of Chardonnay, offering an oily texture that carries flavors of cashew and marmalade.                      ",Block UU Bien Nacido Vineyard,91,34.0,California,Santa Maria Valley,Central Coast,Chardonnay,Foxen
Australia,"
                      In Hentley Farm's characteristically muscular style, this Shiraz dominant blend shows notes of ripe dark fruit, dusting polish, vanilla and notable oak-driven spices. The rich, full-bodied palate comes with firm, chewy tannins, juicy fruit and a savory finish. In it for the long haul, this wine needs to be cellared for the next few years at least. Drink 2020–2038.                      ",H-Block,91,,South Australia,Barossa Valley,,Red Blends,Hentley Farm
US,"
                      From a three-block section of the vineyard, this wine is high-toned in rhubarb and pomegranate. The texture is grainy and complex, layered nicely with a lasting note of plush, velvety black cherry and fresh acidity.                      ",North Block,91,85.0,California,Green Valley,Sonoma,Pinot Noir,Iron Horse
US,"
                      There is a honeydew rind tightness and a lemon curd opulence to the nose of this bottling from a vineyard planted in 1997, along with chalk and lemongrass aromas. The palate starts with strong grip and then opens with tart lime skin and a hint of butter—very refreshing.                      ",Tondre Grapefield,91,30.0,California,Santa Lucia Highlands,Central Coast,Chardonnay,Joyce
US,"
                      Tart cranberry and pomegranate fruit is front and center in this wine, streaked with an herbed butter accent. Barrel aged for a year in 30% new French oak, it's smooth and silky in feel. The tannins are somewhat astringent but should soften in time.                      ",Croft,91,60.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,King Estate
Chile,"
                      Plum and berry aromas are solid but nothing beyond ordinary for Cabernet. A tannic, pulling palate is drying, while this tastes woody more than fruity. Overall, this is fine but highly generic and overoaked for what it is.                      ",1865 Selected Vineyards,86,,Maipo Valley,,,Cabernet Sauvignon,San Pedro
Italy,"
                      Aromas of yellow apple, toasted nut and a yeasty whiff of bread crust come together on this. The aromas carry over to the lean palate along with a dollop of vanilla and a hint of bitter walnut. Bright acidity and vigorous, steely bubbles provide the vivacious backdrop.                      ",Brut Metodo Classico,86,35.0,Italy Other,Vino Spumante,,Sparkling Blend,Scacciadiavoli
France,"
                      Produced in a vineyard at the base of the hill of Saint-Émilion, this accessible wine is soft, ripe and fruity. It has a generous texture from the vintage and bold black fruits spiced with wood aging. Drink from 2019.                      ",Château Hautes Versannes,86,18.0,Bordeaux,Saint-Émilion,,Bordeaux-style Red Blend,Union de Producteurs de Saint-Émilion
France,"
                      This perfumed wine is full of fruit and with an attractive aromatic character from the Muscadelle in the blend. The dominant Sauvignon Blanc gives herbal crispness to the bright aftertaste. Drink now.                      ",Chateau Goumin,86,17.0,Bordeaux,Entre-Deux-Mers,,Bordeaux-style White Blend,Vignobles André Lurton
Spain,"
                      Yeasty, bready aromas include a not-shy note of scrambled eggs. A pulpy palate is balanced but doesn't stir much interest. Stone fruit and mild citrus flavors are highly basic.                      ",Kila,86,12.0,Catalonia,Cava,,Sparkling Blend,Vins El Cep
Italy,"
                      This has subdued aromas of chamomile flower, yellow apple and a whiff of toasted bread. On the palate, bright acidity lifts toast, mature yellow apple, bitter walnut and a candied citrus note alongside vivacious bubbles.                      ",Kames Brut,86,,Italy Other,Vino Spumante,,Sparkling Blend,Borgo La Caccia
US,"
                      Delicate and light, this wine has floral and red-cherry aromas, subtle berry and cherry flavors and good acidity. It tastes absolutely clean and fresh—just what most people want in a rosé.                      ",Rose of,90,22.0,California,Anderson Valley,Mendocino County,Pinot Noir,Navarro
Italy,"
                      Mature yellow apple and bread crust aromas carry over to the lively palate along with bitter walnut and a vanilla note. Fresh acidity and an elegant mousse provide the framework.                      ",Sosta Tre Santi Metodo Classico,90,25.0,Sicily & Sardinia,Sicilia,,Carricante,Nicosia
US,"
                      Broad, clean aromas of melon, mango and guava are cut by a chalky minerality on the nose of this bottling. Bright, tropical flavors on the palate glide along a river of fresh acidity.                      ",,90,15.0,California,Central Coast,Central Coast,Chardonnay,Olelo
US,"
                      A rich and ripe style of Cab, this bottling starts with almost sweet-smelling aromas of black cherry, blackberry and toasted oak. Framed by a chalky mouthfeel, the palate offers tangy flavors of blackberry alongside savory touches of pepper and dried flowers.                      ",Quixotic,90,42.0,California,Adelaida District,Central Coast,Cabernet Sauvignon,Oso Libre
US,"
                      Made from 52% Cabernet Franc and 48% Zinfandel from an estate site, this is a burly, pleasingly round and rich wine, layered in dark chocolate, blackberry and leather. The finishing touches include swathes of lingering cinnamon and toasted oak.                      ",Rector Creek Block 5,90,82.0,California,Napa Valley,Napa,Red Blends,Paraduxx
France,"
                      This wine comes from a four-acre parcel of stony soil. Closed and tight as is typical of young Pouilly Fumé, it promises rich white fruits for the future. Ripe and well structured, it will be ready to drink from 2020.                      ",Corty Artisan Caillottes,90,27.0,Loire Valley,Pouilly-Fumé,,Sauvignon Blanc,Patrice Moreux
France,"
                      A blend of 50% Cabernet Sauvignon from Cévennes, 30% Grenache and 20% Syrah from Southern Rhône, this opens with a gamy, rustic bouquet of iron, leather, black plum and boysenberry. It's gripping and tight on the palate, with a lingering cured-meat character through the close.                      ",BG 2 The French Revolution Lot 3,85,14.0,France Other,Vin de France,,Red Blends,Be Good or Be Gone
Italy,"
                      Baked cherry and warm spice tones carry this soft, plush red. There's a bit of midpalate heft to carry it along, yet this is ultimately a straightforward, easy pour.                      ",,85,13.0,Central Italy,Montepulciano d'Abruzzo,,Montepulciano,Belposto
France,"
                      This is rich and decadent from the start, offering aromas and flavors of rich berry preserves, raspberry sauce and sweet oaky spice throughout. It's smooth and round on the palate, with just enough tannic structure to keep the abundant fruit flavors from feeling too dense or heavy.                      ",,85,14.0,France Other,Vin de France,,Red Blends,Bouquet
Italy,"
                      This dense, plummy wine looks thick in the glass, with streaky purple legs. Bubble gum spice, menthol and blackberry-jam aromas lead to a tart dark-cherry palate. While slightly thick in feel, bright acidity and enveloping tannins offer a bit of structure to balance things out.                      ",Tritáno,85,20.0,Central Italy,Montepulciano d'Abruzzo,,Montepulciano,Cantina Valle Tritana
Portugal,"
                      This crisply textured wine with its red-berry fruits is easy to drink when young. Its acidity and juicy character are immediately attractive, with a touch of tannins keeping everything together. Drink now.                      ",1808 Blend,85,10.0,Douro,,,Portuguese Red,Casca Wines
Italy,"
                      Crisp citrus and green pear aromas translate to the light-bodied palate. This is bright and simple, perfect for easy enjoyment.                      ",Estate Grown,85,10.0,Central Italy,Trebbiano d'Abruzzo,,Trebbiano,Citra
Italy,"
                      Earthy aromas of truffle, new leather and underbrush mingle with whiffs of dark-skinned fruit in this wine. The rounded, full-bodied palate offers dried cherry and star anise notes framed in polished tannins.                      ",I Sodi del Paretaio Riserva,88,22.0,Tuscany,Chianti,,Sangiovese,Badia di Morrona
US,"
                      This is likely to become a very popular wine, thanks to an inviting nose of lemon candy, white peach, pineapple, plumeria and a hint of guava, all leveled by a chalky minerality. The palate is zippy and tense, yet also somewhat crowd-pleasingly sweet with ripe apple and pear flavors.                      ",,88,13.0,California,Central Coast,Central Coast,Chardonnay,Barrel Burner
France,"
                      Juicy, fruity and with a good balance between acidity and crisp apple flavors, this wine is ripe and full of fruitiness. It has a zesty tang as well as some minerality that balances the great fruit. Drink now.                      ",Petite Nancy Sauvignon Blanc-Sémillon,88,12.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Barton & Guestier
France,"
                      This blend of Grenache and Syrah is soft and bright, with plenty of red-berry and currant flavors. Its fruitiness and balanced acidity make for an immediately attractive, easy wine. Drink now.                      ",Sabine,88,13.0,Provence,Coteaux d'Aix-en-Provence,,Rosé,Bieler Père et Fils
US,"
                      This wine is dark and rich but also very approachable for this notoriously tannic varietal. The tannins are moderate and the blackberry and blueberry flavors so concentrated that they balance out the tannins and make the mouth feel velvety.                      ",,88,20.0,California,El Dorado,Sierra Foothills,Petite Sirah,Boeger
Italy,"
                      Made entirely from organically farmed Sangiovese, this opens with dark-skinned berry and baking spice aromas, with an earthy hint of underbrush. The straightforward, juicy palate offers red plum, clove and cinnamon touches alongside polished tannins. Enjoy soon.                      ",Guarniente,88,13.0,Tuscany,Chianti,,Sangiovese,Buccia Nera
France,"
                      Earth, white currant and dried pear notes make for an intriguing nose. A touch of flint creates a smoky edge that carries onto the dry, concentrated palate where pear and currant are joined by bright, tart lemon. The finish is superclean, lip-smacking and dry.                      ",Turckheim,92,30.0,Alsace,Alsace,,Pinot Gris,Domaine Zind-Humbrecht
US,"
                      Domaine Drouhin Oregon's new Eola-Amity wine continues to impress. Supple, seductive and rippled with kiwi, apple, citrus and melon flavors, it's nicely ripe and well melded. The barrel influence is modest, which perfectly suits fruit this good.                      ",,92,35.0,Oregon,Eola-Amity Hills,Willamette Valley,Chardonnay,Drouhin Oregon Roserock
France,"
                      Ripe, honeyed pear notes on the nose lead onto a palate rich with fruit that is still dry. Lemony briskness frames the rich fruit notes on a concentrated, vivid body. Pear and lemon play off each other all the way on the long, dry finish.                      ",Eguisheim,92,30.0,Alsace,Alsace,,Pinot Gris,Emile Beyer
US,"
                      Rich black fruit meets with a touch of roasted lamb and rosemary on the classic nose of this Syrah, which was planted in 1989 as a memorial for Fess Parker's late son-in-law. The gamy qualities are much stronger on the sip, with charred lamb and more savory herbs, yet the backdrop is all boysenberry.                      ",Rodney's Vineyard,92,49.0,California,Santa Barbara County,Central Coast,Syrah,Fess Parker
France,"
                      Ripe, juicy apple notes on the nose have an almost spicy tang of grapefruit. The palate adds yellow plum, oranges and lemon to this fruitiness, brimming with freshness on the light but fulsome body. It finishes dry and fresh.                      ",Clos de la Treille Grand Cru Brand,92,38.0,Alsace,Alsace,,Riesling,François Baur
France,"
                      Russet-pear peel with earthy and fruity notes dominates the nose. The palate comes in with dreamy sweetness, highlighted and framed with ripe lemon freshness, creating a tension between those two entirely fruit-driven poles. The finish is medium sweet but also refreshing and long.                      ",Herrenreben,92,25.0,Alsace,Alsace,,Pinot Gris,Henri Schoenheitz
US,"
                      Sophisticated in flavor and extremely smooth in texture, this high-elevation wine is easy to enjoy while also offering interesting nuances of fig and black pepper in the aroma, and plump plum and raspberry on the palate. It's another excellent wine from the very consistent Cedarville property.                      ",Estate,92,26.0,California,El Dorado,Sierra Foothills,Grenache,Cedarville
Italy,"
                      Vibrant, vivid aromas of perfectly ripe dark cherry, blackberry and cranberry are covered in a delicate dusting of wet limestone and fresh herbs on the nose. The palate is all about texture, walking a tightrope between penetrating, juicy lushness and powdered, stony grip.                      ",L.A. Concrete,92,25.0,Central Italy,Montepulciano d'Abruzzo,,Montepulciano,De Fermo
France,"
                      Ripe, sweet late-harvest fruits are the secret behind this poised wine. It is perfumed, packed with exotic fruits, honey and a touch of lemon marmalade. Acidity shoots through the wine, so it is not cloying. Rather it is well balanced, fresh and sweet at the same time. Drink from 2019.                      ",Cuvée Tradition,92,19.0,Southwest France,Jurançon,,Gros and Petit Manseng,Domaine Bellegarde
US,"
                      Well-integrated aromas of clove, star anise, cola and suave black cherry show on the nose of this bottling from the southernmost vineyard currently used by winemaker Coby Parker-Garcia. Dark cherry flavors meet with sarsaparilla and cola on the rich, brawny palate.                      ",Hilliard Bruce Vineyard,92,46.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,El Lugar
Italy,"
                      Woodland berry, blue flower, forest floor, truffle and menthol aromas take center stage on this polished red. It's full bodied and inviting, offering Marasca cherry, pomegranate, white pepper and star anise set against fresh acidity and refined tannins. It's already almost approachable but will also offer years of pleasure. Drink 2020–2026.                      ",Ravera,92,104.0,Piedmont,Barolo,,Nebbiolo,Elvio Cogno
US,"
                      Quite a dark expression of Pinot Noir, this wine begins with aromas of boysenberry juice, pungent star anise and a black licorice touch on the nose. On the palate, bouncy and sharp acidity drives through dark-fruit flavors, making for a very lively bottling.                      ",Fiddlestix Vineyard,92,58.0,California,Sta. Rita Hills,Central Coast,Pinot Noir,Fess Parker
Croatia,"
                      This brilliant garnet colored wine has aromas of black cherry and raspberry that translate to the palate. The finish is bright and crisp.                      ",100% Organic 100% Unforgettable,85,58.0,Croatia,,,Merlot,Casic
Spain,"
                      This wine's tropical aromas are true to the variety. It has an oily texture and modest acidity. Its mix of salty tropical fruit and nutty flavors shifts to lychee on the finish. Overall, it's no more than an easy quaffer.                      ",,85,15.0,Northern Spain,Campo de Borja,,Muscat,Legado del Moncayo
France,"
                      Pretty, light aromas of green melon rind, lime leaf, thyme, clover and just-dried grass dance on the nose of this white blend. The palate offers even less intensity, with a faint green-melon flavor and a thin yet clean mouthfeel. Drink now.                      ",Les Coteaux,85,16.0,Languedoc-Roussillon,Languedoc,,White Blend,Château Belles Eaux
France,"
                      Soft, with candied raspberry and spice, this is an easy, gentle wine. With freshness as well as ripe strawberry flavors, it is a generous wine that is ready to drink.                      ",,85,14.0,Bordeaux,Bordeaux Rosé,,Rosé,Château la Freynelle
France,"
                      This is an herbal wine, crisp with lively acidity and some ripe raspberry flavors. The fruit balances with freshness and a smooth, clean aftertaste. Drink now.                      ",,85,15.0,Bordeaux,Bordeaux Rosé,,Rosé,Château Laubes
Australia,"
                      Brambly fruit, wet earth and a green stalky character make up this wine's aroma profile. The stalkiness disappears on the palate and the plush fruit takes the fore and is balanced by a solid line of tannins. Sweet oak creeps in on the finish.                      ",Reserve,85,15.0,South Australia,Barossa,,Shiraz,Jacob's Creek
US,"
                      Estate grown, this is a signature wine for the producer. It is named for Biale's father and made from vines planted decades ago. Tangy red fruit, plum and citrus complement a rich and tannic midpalate of powerful density and complexity, seasoned in dried flowers.                      ",Aldo's Vineyard,93,85.0,California,Oak Knoll District,Napa,Zinfandel,Robert Biale
US,"
                      Bright layers of citrus and strawberry highlight a wild element of high-toned character in this fiercely complex, tannic wine that expands on the palate over time. Floral rose and lavender persist from start to finish.                      ",,93,55.0,California,Sonoma Coast,Sonoma,Pinot Noir,Small Vines
US,"
                      This wine opens with a voluptuous nose of black cherry, vanilla and black tea. The palate is lush and expansive, with complex earthiness that highlights a fruit profile brimming in spice and lively acidity.                      ",,93,45.0,California,Sonoma Coast,Sonoma,Pinot Noir,Trombetta
France,"
                      A ripe, smoky wine with great fruit and rich tannins, this is going to age well. It has power and the structure you expect from this appellation. Drink this dense, rich wine from 2025.                      ",Epenots Premier Cru,93,93.0,Burgundy,Pommard,,Pinot Noir,Vincent Girardin
US,"
                      Tight, concentrated aromas of black fig and dark chocolate meet beefy, earthy and ripe berry flavors in this high-powered, concentrated wine. It has a full body and firm tannins that give it a powerful structure, with nice depth and a lingering chocolate and cherry finish.                      ",,93,20.0,California,Mendocino County,Mendocino County,Zinfandel,Edmeades
Italy,"
                      This has a shy nose that eventually reveals subtle aromas evoking dark culinary spice, crushed rock, crushed herb and a whiff of blue flower. The palate boasts the firm's trademark of structure and weightless elegance, delivering red cherry, wild strawberry, orange zest, star anise and salty minerals alongside polished tannins. It's well balanced, with bright acidity. Drink 2021–2028.                      ",Contrada C,93,59.0,Sicily & Sardinia,Terre Siciliane,,Nerello Mascalese,Franchetti–Passopisciaro
US,"
                      This wine comes from the oldest vines on Red Mountain, planted in 1975. The aromas are appealing, recalling herbs, cassis, dark fruit, dates and exotic spice. The fruit and barrel flavors are concentrated and tightly wound, bringing a structure that augurs well for its longevity.                      ",Old Block,91,75.0,Washington,Red Mountain,Columbia Valley,Cabernet Sauvignon,Kiona
Israel,"
                      This dark red-violet-hued wine offers aromas of blackberry, strawberry and juniper. The palate is filled with flavors of cherry, raspberry, lavender and almond blossom set into lush tannins. A burst of orange zest makes for a bold finish.                      ",Second Generation,90,22.0,Judean Hills,,,Malbec-Cabernet Sauvignon,1848 Winery
Italy,"
                      Aromas of orange rind, dried apricot and acacia honey follow over to the deeply colored full-bodied palate along with toasted hazelnut and thyme. It's unusual but also intriguing and savory.                      ",Riccio Bianco,90,35.0,Southern Italy,Terre del Volturno,,Pallagrello Bianco,Alepa
Australia,"
                      Dark cherry, blackberry, menthol, cracked pepper and dried green herbs are all out to play on the nose here. But it's the savory, elegant palate really makes this wine. It's tightly wound with sinewy tannins, black olives and tangy fruit, finishing long and herbal.                      ",Titan,90,26.0,South Australia,McLaren Vale,,Shiraz,Alpha Crucis
US,"
                      This wine's light strawberry fruit is scented with unusual notes of dried straw. There's a hint of barnyard on the nose, which follows through to the palate. The mix of grain, grass and berry notes keeps it interesting, though it's definitely on the lighter side of Oregon Pinot.                      ",Summit Vineyard Estate,90,35.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Armonéa
US,"
                      This is a fascinating wine at all turns. The color is not darker than water, and the aromas are extremely juicy with orange blossom, poached pear, bubblegum and gardenia—one of the most aromatic bottlings around. The palate is bone dry with a chalky flavor and backbone, yet hints of bubblegum and plumeria give warmth.                      ",,90,14.0,California,Monterey County,Central Coast,Gewürztraminer,Banyan
US,"
                      Fermented in concrete, this also spent a year in one-quarter new French oak. Some vanilla scents emerge on first sniff, leading into fruit flavors of berry and plum. As the wine breathes open, it adds some refreshing citrus to the base, and with ample time fleshes out into a full-bodied, fine-tuned Pinot.                      ",,90,28.0,Oregon,Umpqua Valley,Southern Oregon,Pinot Noir,Paul O'Brien
Italy,"
                      Aromas of iris, leather, dark spice and a balsamic note lead the nose. The juicy slender palate offers cherry, pomegranate and white pepper alongside polished tannins and firm acidity. Drink 2020–2028.                      ",San Cristoforo,90,48.0,Piedmont,Barbaresco,,Nebbiolo,Pietro Rinaldi
Italy,"
                      This blend of 70% Cabernet Sauvignon and 30% Cabernet Franc opens with aromas of dark berry, bell pepper and tilled soil. The firm, balanced palate offers black plum, mocha, ginger and green peppercorn alongside fine-grained tannins.                      ",Menfi Burdese,90,,Sicily & Sardinia,Sicilia,,Red Blends,Planeta
Italy,"
                      Heady aromas of ripe strawberry, red cherry, clove and white pepper follow over to the vibrant palate alongside supple, polished tannins. Bright acidity lends balance and gives it a crisp, juicy finish. Chill slightly for a perfect summer red.                      ",,90,,Sicily & Sardinia,Vittoria,,Frappato,Planeta
Italy,"
                      This expressive white opens with heady scents of apricot, rose and grapefruit that follow through to the savory palate along with peach, crushed herb and a mineral note suggesting sea salt. It closes crisp and clean.                      ",Noto Allemanda,90,,Sicily & Sardinia,Sicilia,,White Blend,Planeta
US,"
                      This is a well-made blend of equal parts Merlot and Syrah, the wine smooth and brawny in a grip of leathery tannin, spicy cinnamon and pepper. It has a meaty profile complemented by tastes of dried herb, cedar and dark cherry.                      ",3x3,90,34.0,California,North Coast,North Coast,Red Blends,Riley's Rows
US,"
                      Dusty with highlights of cedar and sage, this full-bodied wine presents as somewhat dull on the palate—a soft, rounded and approachable expression of jammy blueberry.                      ",,86,75.0,California,Howell Mountain,Napa,Cabernet Franc,Bravante
Chile,"
                      Cedary aromas of dried berry and plum are leafy, earthy and raw. In the mouth, this is dominated by shearing acidity that creates scratchiness. Citrus and sour cherry flavors land on an acid-dominated finish. Freshness is good, but this Bordeaux blend goes a little too far in that direction.                      ",D Limited Edition,86,49.0,Maule Valley,,,Red Blends,Casa Donoso
France,"
                      Eighteen months in wood was perhaps too much for this wine. It is now dominated by toasty wood flavors and dense tannins. Spice, pepper and a bitter edge come before the fruitiness. It will soften, but it seems that woodiness will always be there.                      ",,86,23.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château la Favière
France,"
                      This is the white wine in a trio of bottlings produced by the Miecaze family of Château Léognan. It is poised, fruity and crisply fresh. Citrus acidity and touches of apricot and green plum are balanced by a round, textured aftertaste. Drink now.                      ",Renaissance Blanc,86,24.0,Bordeaux,Bordeaux Blanc,,Bordeaux-style White Blend,Château Léognan
New Zealand,"
                      From the relatively cooler maritime climes of the Awatere Valley in Marlborough, this Sauvignon leads with green vegetal notes of snow pea and green bell pepper, backed up by lemon-lime and grapefruit. The palate slippery with some fruit sweetness and rather searing acid. Stylistically it feels a little forced.                      ",,86,12.0,Marlborough,,,Sauvignon Blanc,Clifford Bay
France,"
                      This wine is almost too soft, with superripe grapes that are missing out on acidity. It does have plenty of richness, with full apricot and pineapple flavors. Drink the wine now.                      ",En Bertilionne,86,58.0,Burgundy,Pouilly-Fuissé,,Chardonnay,Domaine du Roc des Boutires
US,"
                      A flinty aroma and smoky, white-peppery flavors give this medium-bodied wine a savory rather than fruity profile. Hints of earthiness join subtle lemon flavors on the palate.                      ",,85,7.0,California,California,California Other,Sauvignon Blanc,CK Mondavi
US,"
                      Coming from the exceptionally cool 2011 vintage, this wine is a blend of Cabernet Sauvignon, Syrah, Malbec and Merlot. The aromas are high toned, with notes of cherry and licorice. The palate is lighter in style, with the concentration not seeming all there. Drink now.                      ",Isabella,85,42.0,Washington,Columbia Valley (WA),Columbia Valley,Red Blends,Elsom
